Konu,Soru,Iyi_Cevap,Kotu_Cevap
Gastronomi,Geleneksel Türk kahvesinin köpüğünün oluşmasını sağlayan kritik işlem nedir?,"Türk kahvesi, ince çekilmiş kahve telvesi ve suyun cezvede **kısık ateşte sürekli karıştırılarak** pişmesiyle hazırlanır. Telvenin suyu tamamen emip kabarcıklar oluşturması için yapılan bu ritmik karıştırma, yoğun köpüğün (*kaymak*) temelidir.",Köpük için kahveye **limon suyu** eklenir ve yüksek ateşte hızlıca kaynatılır.
Gastronomi,Gulaş çorbasının köken aldığı ülke ve geleneksel yapımında kullanılan ana et kaynağı nedir?,"Gulaş, Macaristan'ın milli yemeğidir. Tarihsel olarak göçebe bozkır halklarının et koruma yönteminden evrilmiştir. Geleneksel tarifte **dana veya domuz eti** uzun süre pişirilerek yumuşatılır, acı kırmızıbiber (*paprika*), sarımsak, kekik ve pancarla lezzetlendirilir.","Gulaş, Yunanistan'dan gelir ve **balık** ile yapılır. Limon dilimleriyle servis edilir."
Gastronomi,Mayonez sosunun keşfiyle ilişkilendirilen savaş ve efsanevi şef kimdir?,"Efsaneye göre, 1756'da Fransa Kralı Louis XV'in ziyareti sırasında, Évry yakınlarındaki mahzende yumurtası biten aşçı **Louis Diard**, zeytinyağını azar azar dökerken başarılı oldu. Olay, **Yedi Yıl Savaşları** döneminde geçer. Mayonezin kökeni tartışmalı olsa da bu hikâye popülerdir.","Mayonez, II. Dünya Savaşı'nda Amerikalı General **McArthur** tarafından icat edilmiştir. Ana malzemesi **ketçap**tır."
Fizik,Newton'un hareket yasalarından hangisi sürtünme kuvvetinin varlığını açıklamak için kullanılır?,"İkinci yasa (F=ma). Sürtünme, net kuvveti azaltarak ivmeyi düşürür; bu da F_net = m*a denklemine uyar. Örneğin, kaygan yüzeyde itme kuvveti sabit kalırken ivme azalır.","Birinci yasa. Sürtünme durmaya neden olur ama atalet prensibi dinlenme halini korumayı söyler, değişimi değil."
Fizik,Kara deliklerin çevresindeki olay ufku (event horizon) neyi temsil eder?,Işığın bile kaçamayacağı noktayı. Kaçış hızı yerçekimine eşit olduğunda ışığın frekansı sonsuza çıkarak gözlemlenemez hale gelir.,Kara deliğin sonu. Olay ufkundan içeri hiçbir şey giremez; aslında çekirdek bölgeye giden yolun başlangıcıdır.
Fizik,Manyetik alan çizgilerinin temel özelliği nedir?,Kapalı eğriler oluştururlar ve akı yönü gösterirler. Tek kutup yoktur; çizgiler süreklilik sağlar.,Elektrik yüklerinden çıkarlar. Manyetizma tek başına vardır; elektrik yüküne bağlı değildir (kalıcı mıknatıs örneği).
Fizik,Termodinamiğin sıfırıncı yasası hangi kavramı tanımlar?,Sıcaklık dengesizliğini. İki cisim üçüncüyle ısı alışverişi yoksa aynı sıcaklığa sahiptir (termal denge).,Enerjinin korunumunu. Isı transferiyle ilgisi yoktur; enerji dönüşümüyle ilgilidir.
Fizik,Kuantum fiziğinde belirsizlik ilkesi (Heisenberg) neyi ifade eder?,Bir parçacığın konumu ve momentumunun aynı anda mutlak kesinlikle ölçülemeyeceğini söyler (Δx·Δp ≥ ħ/2). Ölçüm hassasiyeti sınırlıdır.,Parçacıkların asla var olmadığını söyler. Sadece olasılık dalgaları olduğu anlamına gelir.
Fizik,Dünya'nın doğal uydusu Ay'ın evrelerinin ana nedeni nedir?,Güneş ışığının Ay'ın Dünya etrafındaki yörüngesinde farklı açılardan gelmesi. Yeniayda aydınlık yüz bize dönük değildir.,"Dünya'nın kendi ekseni etrafında dönmesi. Evre değişiminin kaynağı Dünya'nın dönüşüdür, Ay'ın hareketi değil."
Fizik,Entropi kavramı hangi yasayla doğrudan ilişkilidir?,"İkinci yasa (kapalı sistemlerde entropi artar). Düzensizliğin artışı değil, makro durum sayısının artışıdır.",Birinci yasa (enerjinin korunumu). Entropi enerjiyle ilgilidir ama onun yerine geçmez; enerji korunurken düzensizlik artabilir.
Fizik,Atom modelleri tarihinde Bohr modeli neyi temsil eder?,Elektronların ancak belirli yörüngelerde bulunabildiğini (kuantizasyon) ve enerji foton yayılımıyla geçiş yaptığını açıklar. Hidrojen spektrumunu başarıyla öngörür.,"Elektron bulutlarının tüm uzaya dağıldığını söyler. Bu modern elektron bulutu modelinin (Schrödinger) özelliğidir, Bohr'unkilere benzemez."
Fizik,Görelilik teorisine göre zaman genişlemesi neye bağlıdır?,"Hıza (özel görelilik) ve kütleçekim alanının gücüne (genel görelilik). Hareket eden saat yavaşlar, kara deliğe yakın saat aşırı yavaşlar.",Sıcaklığa bağlıdır. Yüksek sıcaklıktaki atomların titreşimi zaman algısını değiştirir.
Fizik,"Basınç birimi Pascal (Pa), hangi büyüklüğün oranıdır?",Kuvvet (N) / Alan (m²). 1 Pa = 1 N/m². Atmosfer basıncı ~10⁵ Pa'dır.,"Kütle / Hacim. Yoğunluk kg/m³ birimiyle ifade edilir, basınçla doğrudan bağlantılı değildir."
Mitoloji,Hangi Yunan tanrısı ateşi ölümlülere çalarak tanrıların gazabını üzerine çekmiştir?,"Prometheus. Titanlardan biri olan Prometheus, insanların karanlıkta kalmasını engellemek için Olympos Dağı'ndan gizlice ateş çalmıştır. Bu eyleminden dolayı Zeus tarafından Kafkas Dağları'na zincirlenip her gün karaciğerinin bir kartal tarafından yenmesi cezasına çarptırılmıştır.",Balıkçı. Çünkü denizden balık çıkarmak için kullandı.
Mitoloji,Roma mitolojisinde aşk ve güzellik tanrıçası kimdir?,"Venüs. Yunan mitolojisindeki Afrodit'in karşılığıdır. Doğuş efsanesine göre, köpükler içinde (spuma marina) doğmuştur ve genellikle bir tarakla betimlenir.",Mars. Çünkü savaş tanrısıyla karıştırılıyor.
Mitoloji,Mısır mitolojisinde güneş tanrısı Ra'nın gözünden doğduğu söylenen tanrıça hangisidir?,"Bastet. Ra'nın sağ gözü Hathor'dan çıkmış, sol gözü Sekhmet'tir. Bastet genellikle kedi şeklinde tasvir edilir ve ev, doğum ve müzikle ilişkilendirilir.",Anubis. Çünkü ölümü temsil ediyor sanıyorlar.
Mitoloji,"Yunan mitolojisinde, Kral Minos'un işkence gören oğlundan doğan canavar hangisidir?","Minotaur. Pasifae adlı kraliçe, boğasıyla yattığı için rahminden Minotor doğurmuştur. Dedektik Theseus tarafından öldürülmüştür.",Gorgon Medusa. Çünkü labirentte yaşadığı düşünülüyor.
Mitoloji,İskandinav mitolojisinde aldatma ve kaos tanrısı kimdir?,"Loki. Tanrıların dostu görünse de aslında düzenbazdır. Thor'un sakalını kızartmış, Sif'in saçlarını kesmiş, hatta kendi oğlu Narfi'yi öldürüp derisini kemer yapmıştır. Ragnarök'te ölümüne neden olur.",Odin. Çünkü bilgeliği simgeliyor.
Mitoloji,Hinduizm'de yıkım ve dönüşüm tanrısı Shiva'nın üçüncü gözü ne işe yarar?,Onu açtığında düşmanlarını yakıcı bir ateşle yok eder. Efsaneye göre Tripurasura adlı iblis ordusunu tek bakışıyla imha etmiştir.,Gece görüşü sağlar. Çünkü karanlıkta görür diye düşünüyorlar.
Mitoloji,Japon mitolojisinde dünyayı yaratan kami (tanrısal varlık) nedir?,"Izanagi ve Izanami. Taştan kılıçla karıştırıp dönen ikili, önce Awaji Adası'nı, sonra diğer büyük adaları yaratmıştır. Ancak Izanami ölüler diyarına girince Izanagi onu aramaya gider.",Amaterasu. Çünkü güneş tanrıçası en ünlüdür.
Mitoloji,Kelt mitolojisinde doğa ruhları veya periler için kullanılan terim nedir?,"Aos Sí (Sí'lerin İnsanları). Tír na nÓg gibi gizemli diyarlarda yaşarlar. İnsanlara bazen zarar verir, bazen de koruma sağlarlar; onları görüp tanımak tehlikelidir.",Druid. Çünkü büyücülerle karıştırılıyor.
Mitoloji,Maya mitolojisinde jaguar pelerinli yağmur tanrısı kimdir?,"Chac. Gökyüzünün efendisi olarak bilinir, şimşek ve doluyu kontrol eder. Ellerinde musluk benzeri nesnelerle tasvir edilir ve yağmuru çağırmak için tapınılırdı.",Quetzalcoatl. Çünkü tüylü yılan daha popülerdir.
Mitoloji,Çin mitolojisinde ejderhalarla ilişkili ve uzun ömür sembolü olan yeşil renkli tanrıça kimdir?,"Xiwangmu (Batı Kraliçesi). Penglai Adası'ndaki cennet bahçesinde yaşar, ölümsüzlük meyvesi yetiştirir. Ejderha arabayla gezdiği söylenir.",Nuwa. Çünkü insanları kilden şekillendirmiştir.
Hayvanlar Alemi,"Kutup ayıları neden görünüşte ""beyaz"" olsalar da aslında siyahtır?",Kutup ayılarının kalın bir katman altında **siyah deri** bulunur. Bu siyah renk güneş ışığını emerek vücut ısısını korumalarına yardımcı olur. Beyaz kürk ise ölü yünlerden oluşur ve ısıyı yansıtarak soğuktan korur.,"Çünkü kışın kar üstünde daha az görünür olmak için tenleri bembeyaz oluyor, tıpkı tavşanlar gibi."
Hayvanlar Alemi,Dünyanın en büyük kara hayvanı hangisidir?,"**Afrika fili**. Yetişkin erkek filer 6-7 metre boy ve 6 ton ağırlığa ulaşabilir. Boynuz benzeri yapı olan ""fildişi"" ile tanınırlar.","Dinozorlar, özellikle Argentinosaurus gibi dev sauropodlar. Tabii fosil oldukları için şanslıysak görebiliriz!"
Hayvanlar Alemi,"Hangi memeli, dünyanın en hızlısı unvanını taşır?",**Çita**. Saatte **112-120 km** hıza ulaşarak kısa mesafelerde (400-500 m) dünyanın en hızlı kara hayvanıdır. Aerodinamik vücudu ve uzun bacakları bunu sağlar.,Yarasa! Çünkü gece gökyüzünde süpersonik hızlarla uçuyorlar.
Hayvanlar Alemi,Mavi balina neden dünyanın en büyük hayvanı kabul edilir?,**Boyutuyla**: Kaydedilen en uzun örnek 30 metreyi geçmiştir. **Kütlesiyle**: 150-180 ton ağırlığa ulaşabilir; iki yetişkin Afrika fili kadar tartılır. Suyun kaldırma kuvveti sayesinde hareket edebilir.,Çünkü okyanusun en derin noktalarında yaşadıkları için diğer canlılardan kaçıyorlar ve büyüyebiliyorlar.
Hayvanlar Alemi,"Ahtapotlar nasıl ""nefes alır""?",Solungaçları yoktur; **oksijeni sudan doğrudan dokularına geçirerek** solunum yaparlar. Oksijen suda çözünmüş haldeyken derileri ve ağız çevresindeki özel dokularıyla alınır.,"Tıpkı insanlar gibi akciğerleriyle hava soluyorlar, sadece su altında kalabilmek için özel bir organları var."
Hayvanlar Alemi,"Hangisi gerçekte zehirli değildir? Akrep, kobra, deniz yıldızı veya denizat?",**Denizatı**. Görünümlerine rağmen zehirli dikenleri (iğneleri) yoktur. Zehirli türler bile genellikle insanı öldürmez. Diğer seçeneklerin tümü ölümcül olabilen zehire sahiptir.,"Denizyıldızı! Çünkü onlar zaten kayalara tutunup bekleyen pasif canlılar, kimseyi sokmazlar."
Hayvanlar Alemi,Kangurular neredeyse hiç diş fırçalamasa da diş çürükleri neden nadir görülür?,Dişlerindeki sert **enamel tabakası** aşırı güçlüdür ve bakteri üremesini engelleyen doğal antibakteriyel özellikleri vardır. Ayrıca bitki ağırlıklı beslenmeleri şeker oranını düşük tutar.,Sürekli hareket halinde oldukları için ağızlarında yiyecek kalıntısı birikemez.
Hayvanlar Alemi,Filler hangi ses frekanslarıyla iletişim kurar?,"**İnfrasound** adı verilen, insan kulağının duyamayacağı düşük frekanslı (<20 Hz) seslerle. Bu sesler kilometrelerce uzağa ulaşabilir ve sürü içi koordinasyon için kullanılır.","Ultrason kullanırlar, tıpkı yunuslar gibi, böylece karanlıkta yönlerini bulurlar."
Hayvanlar Alemi,"Balinalar gerçekten ""bal"" üretir mi?","**Hayır**. İsimleri Yunanca ""balina"" anlamına gelen *mel* (bal) ve *gaia* (balık) sözcüklerinden gelir. Ancak ne bal salgılarlar ne de balık sınıfındandırlar; memelidirler.","Evet, bazı balina türleri derilerinden tatlı bir salgı çıkarır ve buna halk arasında ""balina balı"" denir."
Hayvanlar Alemi,Anadolu leoparı günümüzde hala Türkiye'de yaşar mı?,"**Muhtemelen hayır**. Son kesin kayıtlar 1970'lerdedir. Habitat kaybı, avlanma ve izolasyon nedeniyle kritik derecede tehlikede olduğu düşünülüyor. Koruma projeleri devam etse de vahşi popülasyon kanıtlanamadı.","Elbette evet! Özellikle Doğu Anadolu'daki ormanlık bölgelerde sıkça görülüyorlar, hatta fotoğrafları var."
Tıp,Kan grupları neden önemlidir?,"Kan grupları, kan nakli sırasında vücudun yabancı proteini tanıyarak bağışıklık tepkisi oluşturmasını önlemek için kritiktir. Grup uyumsuzluğu ölümcül olabilir. ABO sisteminde A, B, AB, O grupları vardır; Rh faktörü (+/-) ile birlikte kombinasyon sayısı artar. Örneğin, Rh negatif alıcıya Rh pozitif kan verilmesi tehlikelidir.","Kan grupları insanların geleceğini belirler, doktorlar hastanın kaderini kan grubuna göre tahmin eder."
Tıp,Diş ipi kullanmanın ana faydası nedir?,"Diş ipi, dişlerin arasındaki boşluklara ulaşarak fırçanın temizleyemediği plak ve gıda artıklarını uzaklaştırır. Bu, diş eti iltihabı (gingivitis) ve çürük riskini %35'e varan oranda azaltır. Günde bir kez kullanım tavsiye edilir.","Diş ipi, dişlere zarar verir ve kökleri zayıflatır. Kesinlikle kullanılmamalıdır."
Tıp,Grip aşısı COVID-19’a karşı koruma sağlar mı?,"Hayır, grip aşısı yalnızca influenza virüsünün tipine bağlıdır. COVID-19 aşısı farklıdır ve mRNA teknolojisiyle geliştirilmiştir. Ancak ikisi de solunum yolu enfeksiyonlarına karşı bağışıklık kazandırdığından, her iki aşı da bireyin genel savunmasını güçlendirir.","Evet, tek bir grip aşısı hem grip hem de COVID-19’a karşı korur. Hatta şeker hastalarına özel formüller vardır."
Tıp,Migren ataklarını tetikleyen yaygın bir unsur nedir?,"Parlak floresan ışıkları, yoğun kokular (parfüm, boya), sert peynirlerdeki tiramin, MSG (monosodyum glutamat) ve hormonal değişimler migreni tetikleyebilir. Tetikleyiciler kişiye özeldir.",Migreni sadece stres veya korku yaratır. Mutlu olmak asla migren sebebi olmaz.
Tıp,Tansiyon ölçümü nasıl yapılır?,"Koltuk altına şişirilen manşonun basıncı, nabzın kaybolduğu noktaya kadar yükseltilir, sonra yavaşça indirilerek dinleme ile sesin kesildiği değerler okunur. Sistolik (büyük tansiyon) kasılma, diyastolik (küçük tansiyon) gevşeme basıncını gösterir.","Bilekteki cihazlar yeterlidir, kol manşonu gereksizdir. Ölçüm sırasında kollar kıvrık olmamalı, düz durulmalıdır."
Tıp,Kemik erimesi (osteoporoz) riski kimlerde yüksektir?,"50 yaş üstü kadınlar, ailede osteoporoz öyküsü olanlar, ince yapılı ve beyaz tenli kişiler, düşük kalsiyum/D vitamini alanlar, sigara içenler ve hareketsiz yaşam sürenler risk grubundadır. Düzenli kemik taraması önerilir.","Sadece yaşlı erkeklerde görülür, genç kadınlarda önemsizdir. Spor yapmak zararlıdır, kemikleri inceltir."
Tıp,İlk yardımda boğulan birine nasıl müdahale edilir?,"Bilinç yoksa 112 aranır, baş-çene pozisyonu verilir. Bilinci varsa sırtına 5 sert darbe (heels-of-the-hands) + 30 göğüs kompresyonu (CPR) yapılır. Ağızdan ağıza suni solunum **sadece eğitimli kişilerce** uygulanır.",Boğazına kaşık sokulup çıkarılır veya ani sarsıntılar denenir. Asla ağzına girilmemelidir.
Tıp,Antibiyotikler hangi durumlarda kullanılır?,"Antibiyotikler **sadece bakteriyel enfeksiyonlarda** etkilidir (zatürre, idrar yolu enfeksiyonu vb.). Soğuk algınlığı, grip gibi viral enfeksiyonlarda işe yaramaz, direnç gelişimine yol açar. Reçete edilmeden kullanılmamalıdır.",Her ateşlenme antibiyotik alınmalıdır. Ne kadar çok kullanırsanız o kadar güçlü olursunuz.
Tıp,Basit kırık belirtileri nelerdir?,"Şiddetli ağrı, şişme, morarma, hareket kısıtlılığı ve deformite vardır. Kemik ucu deriden dışarı çıkmamışsa kapalı kırık, çıkmışsa açık kırık kabul edilir. Kendi kendine tedavi edilmez, mutlaka immobilizasyon gerekir.",Kırık olan bölge masaj yapılarak düzeltilebilir. Ayak bileği burkulmalarında hemen yürünmelidir.
Tıp,Kalp krizi belirtileri arasında hangisi daha yaygındır?,"Göğüste baskı/ağırlık hissi (genellikle 15 dakikadan uzun sürer), sol kola, çeneye veya omuza yayılan ağrı, nefes darlığı, soğuk terleme ve bulantıdır. Kadınlarda yorgunluk veya mide ağrısı öne çıkabilir.",Mide ağrısı ve kusma kalp krizinin kesin belirtisidir. Sağlıklı insanlarda nadiren görülür.
Doğa,Kutup ayılarının kalın kürkü ve yağ tabakası altında hangi özel deri yapısına sahiptir?,"Kutup ayılarının derileri altında **siyah renkli, yoğun tüylü bir astar katmanı** bulunur. Bu siyah deri güneş ışınlarını emerek vücut ısısını korurken, yukarıdaki hava yastıklı kıllar izolasyon sağlar. Yağ tabakası da ısıyı tutar.",Ayılar su geçirmez pelerin giyer!
Doğa,ABD'deki Büyük Kanyon'un renk geçişlerinin ana nedeni nedir?,"Katmanlaşmış kayaların farklı mineral içeriği ve erozyona dirençliliğidir. Kumtaşı (kırmızı), şeyl (gri/mavi) ve kireçtaşı (beyaz) katmanlarının milyonlarca yıldaki aşınması, bugünkü renkli terasları oluşturmuştur.",Boyacılar tarafından boyanmıştır.
Doğa,Fırtına bulutlarında şimşek çakmasının temel fiziksel sebebi nedir?,"Bulut içindeki pozitif ve negatif yüklerin ayrılmasıdır. Yukarı çekilen pozitif yüklerle aşağı inen negatif yükler arasındaki elektrik boşalımı, sürtünmeyle oluşan ısıdan dolayı **parlak mavi-beyaz ışık** (şimşek) yayar.",Tanrı'nın gazabıdır.
Doğa,Oksijensiz ortamda yetişen bitkiler hangisidir?,"**Sülfür bakterileri** oksijen yerine sülfatı kullanarak fotosentez benzeri kemosentez yapar. ""Kemosentetik"" beslenme örneğidir ve hidrotermal bacalar etrafında yaşarlar.",Mantarlar oksijensiz büyür.
Doğa,Mercan resiflerindeki ağarma olayını tetikleyen ana faktör nedir?,"Deniz suyu sıcaklığındaki anormal artıştır (""Deniz Sıcak Hava Dalgaları""). Mercanlar, simbiyotik alglerini (zooxanthellae) atarak beyazlar; uzun sürmesi ölüme yol açar.",Resifteki müzik gürültüsüdür.
Doğa,Dünya'nın manyetik alanını üreten çekirdek katmanı nedir?,"**Dış çekirdek**, erimiş demir-nikel alaşımından oluşur. Konveksiyon akımları, dönme etkisiyle elektromanyetizma yaratır (Jeodinamo teorisi).",Manyetit taşlarıyla kaplı kabuktur.
