question,answer
"Bay Mayer tanesi 1000 dolara Corgi cinsi köpekler satın aldı. Onları %30 kârla satmayı planlıyor. Eğer arkadaşlarından biri iki köpek almak isterse, arkadaşı ne kadar ödemelidir?","Bay Mayer, arkadaşına köpekleri %30 kârla satmayı planlıyor. Bir köpeğin maliyeti 1000 dolar olduğuna göre, %30 kâr ekleyince her bir köpeğin satış fiyatı 1300 dolar olur. Arkadaşı iki köpek almak isterse,
2 x 1300 = 2600 dolar ödemelidir."
"Madeline bahçesine 20 çiçek dikmek istiyor. Ektiği tohumların yaklaşık yarısının çiçek açmadan öleceğini varsayıyor. Ancak, çiçekçi dükkanı sadece paket başına 25 tohum içeren tohum paketleri satıyor. Her paket 5 dolardır. 20 çiçek dikmek için Madeline tohumlara ne kadar harcayacaktır?","Madeline'in 20 çiçek dikmek için yaklaşık 40 tohumu olması gerekiyor çünkü tohumların yarısının öleceği varsayılıyor. Her paket 25 tohum içeriyor, bu nedenle 40 tohum elde etmek için 2 paket satın alması gerekiyor.

Her paket 5 dolar olduğuna göre, 2 paket için toplam:
\[ 2 \times 5 = 10 \text{ dolar} \]

Madeline tohumlara 10 dolar harcayacaktır."
"Yıldız Gemisi Conundrum'un en son yolculuğu sırasında, uzay aracı X Gezegeninden Y Gezegenine tipik bir dünya günündeki saat sayısının iki katından daha az bir sürede, sekiz saatte gitmiştir.  Bu iki gezegen arasındaki mesafe 4,000 parsek ise, Yıldız Gemisi Conundrum'un bu son yolculuğu sırasında saat başına parsek cinsinden ortalama hızı neydi?",Yıldız Gemisi Conundrum'un ortalama hızı 500 parsek/saat idi.
"Lisa eski çatal bıçak takımlarını değiştirmeye karar verir. Dolapları karıştırırken, 4 çocuğunun bebekliklerinden kalma kaşıkların yanı sıra kendi yaptığı 2 dekoratif kaşığı görür. Bunların hiçbirinden kurtulmak istemez ve onları yeni çatal bıçak takımına ekler. Yeni çatal bıçak takımında 10 büyük kaşık ve 15 çay kaşığı vardır. Çocuklar bebekken her birinin 3 kaşığı varsa, Lisa'nın şimdi kaç kaşığı var?","Lisa'nın dört çocuğu var ve her birinin bebeklikten kalma 3 kaşığı varsa, bu toplam 4 * 3 = 12 kaşık eder. Ayrıca Lisa'nın kendi yaptığı 2 dekoratif kaşığı var. Yeni çatal bıçak takımında ise 10 büyük kaşık ve 15 çay kaşığı bulunuyor. Bu durumda toplam kaşık sayısı:

12 (çocukların kaşıkları) + 2 (dekoratif kaşıklar) + 10 (büyük kaşıklar) + 15 (çay kaşıkları) = 39

Lisa'nın şimdi toplam 39 kaşığı var."
"Bir müzayedeci, açık artırmaya çıkardığı bir eşyaya her yeni kişi teklif verdiğinde fiyatını 5 dolar artırır. İki kişi bir masa için açık artırmaya giriyor ve masa satılmadan önce fiyat 15$'dan 65$'a çıkıyor. Her bir kişi masaya kaç kez teklif vermiştir?","Her teklif fiyatı 5 dolar artırıyor. Başlangıç fiyatı 15 dolardı ve nihai fiyat 65 dolar oldu. Aradaki fark 65 dolar - 15 dolar = 50 dolar.

Teklif başına 5 dolar arttığına göre, toplamda 50 dolar / 5 dolar = 10 teklif verilmiş. İki kişi olduğu için ve teklifler eşit şekilde dağıtıldığı varsayımıyla, her biri 10 teklif / 2 kişi = 5 kez teklif vermiştir."
Geçen yıl 220 dolara satılan bir bisikletin satış fiyatı %15 artırılmıştır. Yeni fiyat nedir?,"Geçen yıl 220 dolara satılan bisikletin satış fiyatı %15 artırıldığında:

220 dolar × %15 = 33 dolar (artış miktarı)

Yeni fiyat = 220 dolar + 33 dolar = 253 dolar

Bisikletin yeni fiyatı 253 dolardır."
"Bir elma ağacı belirli bir sezonda 200 elma üretmiştir. Ağaç bir sonraki sezon %20 daha az meyve vermiştir, ancak ağacın ikinci sezondaki meyve üretimi üçüncü sezonda iki katına çıkmıştır. Elma ağacının üç mevsimde yetiştirdiği toplam meyve sayısını hesaplayın.","İlk sezonda ağacın ürettiği elma sayısı 200'dür. İkinci sezonda %20 daha az meyve verdiği için:

200 - (200 * 0.20) = 200 - 40 = 160 elma

Üçüncü sezonda ise ikinci sezon üretiminin iki katı kadar meyve vermiştir:

160 * 2 = 320 elma

Toplamda üç sezonda üretilen meyve sayısı:

200 + 160 + 320 = 680 elma

Bu yüzden elma ağacı üç mevsimde toplam 680 elma üretmiştir."
John'un 200 doları vardı. Parasının 3/8'ini annesine ve 3/10'unu babasına verdi. John'un elinde ne kadar para kalmıştır?,"John, parasının 3/8'ini annesine verdi:
(3/8) * 200 = 75 dolar.

John, parasının 3/10'unu babasına verdi:
(3/10) * 200 = 60 dolar.

Toplamda verdiği para:
75 + 60 = 135 dolar.

John'un elinde kalan para:
200 - 135 = 65 dolar."
"Bir arabanın yakıt deposunu doldurmanın maliyeti 45 dolar ve bu sizi yeniden doldurmadan önce 500 mil götürebilir. Mallory 2000 mil uzaktaki büyükannesinin evine gidiyordu. Tüm yolculuk boyunca arabanın yakıt deposunu doldurmak için harcadığı paranın 3/5 katını yiyecek için kullandıysa, kullandığı toplam para miktarını hesaplayın.","Mallory'nin yakıt maliyetini hesaplayalım.
Araba 500 milde bir yakıt deposunu dolduruyor ve Mallory 2000 mil yol gidiyor. Bu durumda 2000 mil / 500 mil/depo = 4 depo yakıt gerekiyor.
Bir depo yakıt 45 dolara mal oluyor, bu yüzden toplam yakıt maliyeti 4 * 45 = 180 dolar.

Mallory, yakıt maliyetinin 3/5 katını yiyecek için kullanıyor, yani yiyecek maliyeti 180 * 3/5 = 108 dolar oluyor.

Toplam harcama ise yakıt maliyeti + yiyecek maliyeti = 180 + 108 = 288 dolardır. Mallory'nin toplam harcadığı para miktarı 288 dolardır."
"Mickey ve Johnny, bloklarının etrafında en çok kimin koşabileceğini görmek için bir yarışma düzenliyorlar. Bloğun etrafında bir kez koşmak 200 metreye eşittir. Johnny blok etrafında 4 kez koşar. Mickey bloğun etrafında Johnny'nin yarısı kadar koşuyor. Johnny ve Mickey'nin koştukları ortalama mesafe nedir?","Johnny, blok etrafında 4 kez koştuğu için 4 × 200 = 800 metre koşar. Mickey, Johnny'nin yarısı kadar koştuğu için 4 / 2 = 2 kez koşar ve 2 × 200 = 400 metre koşar. Koştukları toplam mesafe 800 + 400 = 1200 metredir. Ortalama mesafe ise 1200 / 2 = 600 metredir."
"Jessy geçtiğimiz Cumartesi günü on bir fıkra anlattı, Alan ise yedi fıkra anlattı. Geçtiğimiz Cumartesi günü anlattıkları fıkra sayısını gelecek Cumartesi iki katına çıkarırlarsa, şimdiye kadar birlikte toplam kaç fıkra anlatmış olurlar?","Geçtiğimiz Cumartesi günü Jessy ve Alan toplam 18 fıkra anlattılar (11 + 7). Gelecek Cumartesi aynı sayıyı iki katına çıkarırlarsa, toplamda 36 fıkra (18 x 2) anlatmış olacaklar. Şimdiye kadar anlattıkları 18 fıkra ile gelecek Cumartesi 36 fıkrayı toplarsak, toplamda 54 fıkra (18 + 36) anlatmış olurlar."
"Cilia çok seviyeli bir dambıl sistemi satın almak istiyor.  İlk dambıl çifti 3 lb ağırlığında, ikinci çift 5 lb ağırlığında ve üçüncüsü 8 lb ağırlığındadır.  Tüm sistemin ağırlığı ne kadardır?",Tüm sistemin ağırlığı 16 lb'dir.
"5 günlük bir balık tutma yarışmasında Jackson günde toplam 6 balık, Jonah günde 4 balık ve George günde 8 balık tutabilmiştir. Aynı takımda yer alıyorlarsa yarışma boyunca kaç balık yakalayabilmişlerdir?","Toplam balık sayısını hesaplamak için her birinin günlük yakaladığı balık sayısını 5 ile çarpar ve sonra bu sayıları toplarız.

Jackson: 5 gün × 6 balık/gün = 30 balık
Jonah: 5 gün × 4 balık/gün = 20 balık
George: 5 gün × 8 balık/gün = 40 balık

Hepsinin toplamı:
30 balık + 20 balık + 40 balık = 90 balık

Yarışma boyunca toplam 90 balık yakalamışlardır."
"Bernie'nin 4 köpeği var. Her birinin günde belli bir miktar egzersize ihtiyacı var. İlkinin 1 mil yürümesi gerekiyor. İkincisinin 4 mil yürümesi gerekiyor. Üçüncüsünün 3 mil yürümesi gerekiyor. Ortalama olarak, günde 3 mil yürümeleri gerekiyor. Son köpeğin kaç mile ihtiyacı var?",Son köpeğin 4 mil yürümesi gerekiyor.
Dört katmanlı bir piramit inşa ediliyor ve her katmanda bir üstündeki katmanın üç katı kadar kumtaşı blok bulunuyor. En üst katman tek bir bloktan oluşuyor. Piramitte kaç tane kumtaşı bloğu vardır?,"Piramidin katmanlarındaki blok sayıları şu şekilde olur:
- 1. katman: 1 blok
- 2. katman: 3 blok
- 3. katman: 9 blok
- 4. katman: 27 blok

Toplam blok sayısını hesaplayalım:

1 + 3 + 9 + 27 = 40

Piramitte toplam 40 kumtaşı bloğu vardır."
"Jimmy ve Irene, yaşlılara alışverişlerinde %10 indirim yapılan bir Salı günü kıyafet alışverişine çıkarlar.  Jimmy 15 dolarlık raftan 3 şort seçer.  Irene 17 dolarlık raftan 5 gömlek alır.  Kasiyere ne kadar para verirler?","Jimmy 15 dolarlık raftan 3 şort alır: 15 * 3 = 45 dolar.

Irene 17 dolarlık raftan 5 gömlek alır: 17 * 5 = 85 dolar.

Toplam: 45 + 85 = 130 dolar.

%10 indirim: 130 * 0.10 = 13 dolar.

130 - 13 = 117 dolar.

Kasiyere 117 dolar verirler."
"Josh'un annesi alışverişe gitmesi için ona 20 dolar verir. Josh 10$'a bir şapka ve 2$'a bir kalem alıyor, sonra da dört kurabiye alıyor. Eğer her bir kurabiye 1,25$ ise, Josh'un ne kadar parası kalmıştır?","Josh'un 20 doları var. 10 dolar şapka, 2 dolar kalem ve 5 dolar (1,25$ x 4 kurabiye) için harcıyor. Toplam harcaması 17 dolar. 20 dolardan 17 doları çıkarınca, Josh'un 3 doları kalıyor."
"Briar bir haftalık bir toplumu güçlendirme etkinliğine katılıyor ve her gün etkinliğe taksiyle gidip eve dönmek zorunda. Bir taksi yolculuğu mil başına 2,5 dolara mal olmaktadır. Etkinlik Briar'ın evinden 200 mil uzakta ise, etkinlik sonunda taksi yolculuklarının toplam maliyetini hesaplayınız?","Bir gidiş-dönüş yolculuğunun maliyeti:
200 mil (gidiş) + 200 mil (dönüş) = 400 mil.
Günlük yolculukların maliyeti: 400 mil * 2,5 dolar/ mil = 1000 dolar.
Bir haftada 7 gün var, dolayısıyla:
Toplam maliyet: 1000 dolar * 7 gün = 7000 dolar."
"Jill kütüphaneye gitmek için ilk otobüsü beklerken 12 dakika, ilk otobüse binerken 30 dakika ve ikinci otobüse binerken bekleme ve yolculuk süresinin yarısını harcıyor. İkinci otobüs yolculuğu kaç dakika sürer?",İkinci otobüs yolculuğu 12 dakikadır.
"John sırtını incitti ve fizik tedaviye gitmesi gerekiyor.  Altı hafta boyunca fizik tedaviye gitti.  Her hafta 2 saat boyunca iki kez gitti.  Seansların saati 125$ ise, fizik tedavinin maliyeti ne kadardır?","John toplam 6 hafta boyunca haftada 2 kez fizik tedaviye gitmiş ve her seans 2 saat sürmüştür.

6 hafta * 2 seans/hafta = 12 seans
12 seans * 2 saat/seans = 24 saat

Her saat için seans ücreti 125$ olduğuna göre:
24 saat * 125$ = 3000$

Fizik tedavinin toplam maliyeti 3000$ olacaktır."
"Claire gününü planlıyor. Dört saat temizlik ve iki saat yemek yapıyor, ardından iş gününün geri kalanını el işi ve terzilik arasında eşit olarak bölüştürüyor. Daha sonra sekiz saat uyuyor. Tüm bunlar bir gün içinde gerçekleşiyorsa, Claire kaç saatini el işi yaparak geçirmiştir?","Claire yemek yapma ve temizlik için toplam 6 saat harcıyor (4 saat temizlik + 2 saat yemek). Ardından iş gününün geri kalanını el işi ve terzilik arasında eşit olarak bölüştürüyor. Tüm bir gün 24 saattir, bu yüzden Claire’in geri kalan zamanı:

24 saat - 6 saat (temizlik ve yemek) - 8 saat (uyku) = 10 saat.

Bu 10 saati el işi ve terzilik arasında eşit olarak bölerse, her aktiviteye 5 saat ayırır. Dolayısıyla, Claire 5 saatini el işi yaparak geçirir."
"Sally Draper babası Don Draper'a kreplerinin üzerine 10oz rom verdi. Don sağlıklı bir diyet için bu miktarın en fazla 3 katı rom tüketebilir. Günün erken saatlerinde zaten 12 oz rom içmişse, Don tüm rom ve krepleri yedikten sonra kaç oz rom içebilir?",Don maksimum 30 oz rom tüketebilir (3 kat 10 oz). Günün erken saatlerinde zaten 12 oz içtiği için geriye 18 oz tüketme hakkı kalır. Kreplerin üzerine de 10 oz rom eklediği için bu durumda 18 oz - 10 oz = 8 oz daha rom içebilir.
Hadassah'nın 12 resim yapması altı saat sürdü. Eğer 20 resim daha yaparsa tüm resimleri bitirmek için harcadığı toplam süre ne olur?,"Hadassah'nın 12 resim yapması altı saat sürdüğüne göre, bir resim yapmak için yarım saat harcıyor. 20 resim daha yapması için 20 * 0,5 saat = 10 saat gerekir. Toplamda, 12 resim için 6 saat + 20 resim için 10 saat = 16 saat harcar."
"Daisy mahallesindeki tüm ağaçlara tırmanıyor ve dalların sayısı ile yüksekliğini fark etmeye başlıyor. Tırmandığı ilk ağacın boyu 50 fittir ve 200 dalı vardır. Tırmandığı ikinci ağacın boyu 40 feet ve 180 dalı var. Tırmandığı üçüncü ağacın boyu 60 feet ve 180 dalı var. Tırmandığı son ağacın boyu 34 feet ve 153 dalı var. Ortalama olarak, bu ağaçlarda her ayak başına kaç dal vardır?","Önce toplam dalların sayısını ve toplam yüksekliği hesaplayalım:

Toplam dal sayısı:
200 + 180 + 180 + 153 = 713 dal

Toplam yükseklik:
50 + 40 + 60 + 34 = 184 feet

Ortalama olarak her ayağa düşen dal sayısını bulmak için toplam dal sayısını toplam yüksekliğe böleriz:

713 dal / 184 feet ≈ 3.88 dal per foot

Yani, ortalama olarak, bu ağaçlarda her ayak başına yaklaşık 3.88 dal vardır."
"Okul, yeni basketbol ekipmanları için 750 dolar toplamak üzere bir bağış kampanyası düzenlemeye karar verdi. Aileler 25$, 50$ ya da 100$ bağışta bulunabileceklerdi. 25$ bağışlayan aileler Bronz Statü kazandı. 50$ bağışlayan aileler Gümüş Statü kazandı. 100$ bağışlayan aileler ise Altın Statü kazandı. Bağış kampanyasının bitmesine bir gün kala, okulda 10 Bronz Statülü aile, 7 Gümüş Statülü aile ve 1 Altın Statülü aile bulunmaktadır. Hedeflerine ulaşmak için son gün ne kadar bağış toplamaları gerekiyor?","Toplanan para miktarını hesaplayalım:

- 10 Bronz Statülü aile = 10 * 25$ = 250$
- 7 Gümüş Statülü aile = 7 * 50$ = 350$
- 1 Altın Statülü aile = 1 * 100$ = 100$

Toplamda: 250$ + 350$ + 100$ = 700$

Hedefleri 750$ olduğuna göre:

750$ - 700$ = 50$

Bu durumda hedeflerine ulaşmak için son gün 50$ daha bağış toplamaları gerekiyor."
"Hallie kütüphaneden bir kitap ödünç alır. Kitabın tamamını dört günde okuyor. İlk gün 63 sayfa okumuştur. İkinci gün, ilk gün okuduğu sayfa sayısının iki katını okudu. Üçüncü gün, ikinci gün okuduğundan 10 sayfa daha fazla okudu. Kitap 354 sayfa uzunluğundaysa, dördüncü gün kaç sayfa okumuştur?",Dördüncü gün okuduğu sayfa sayısı 63 sayfadır.
Robby kahverengi rengi sevmez ve kahverengi M&M'leri yemez.  İlk poşetinde 9 kahverengi M&M'i bir kenara ayırıyor.  İkinci torbaya 12 tane koyuyor.  Üçüncü ve dördüncü torbasında yemediği 8 kahverengi bonibon var. Beşinci torbasında ise yemediği sadece 3 kahverengi bonibon var.  Bir torbadaki ortalama kahverengi bonibon sayısı nedir?,"Toplam kahverengi M&M sayısını ve torba sayısını bulalım:

İlk torbada: 9
İkinci torbada: 12
Üçüncü torbada: 8
Dördüncü torbada: 8
Beşinci torbada: 3

Toplam kahverengi M&M sayısı:
9 + 12 + 8 + 8 + 3 = 40

Toplam torba sayısı: 5

Ortalama kahverengi M&M sayısı = Toplam kahverengi M&M sayısı / Torba sayısı
= 40 / 5
= 8

Bir torbadaki ortalama kahverengi bonibon sayısı 8'dir."
"Natasha hız sınırının 10 mil üzerinde gidiyorsa ve 60 mil uzaklıktaki varış noktasına varması bir saat sürüyorsa, hız sınırı nedir?",Hız sınırı 50 mildir.
"Emily, Sevgililer Günü için okuldaki sınıf arkadaşlarına vermek üzere 9 paket şeker kolye aldı. Her paketin içinde 8 şeker kolye vardı. Emily her seferinde bir paketi açtı. Sınıf arkadaşları istedikleri kadar aldıktan sonra geriye 40 şeker kolye kaldı. Emily sınıf arkadaşları için kaç paket açmıştı?","Emily'nin toplam 72 şeker kolyesi vardı (9 paket * 8 şeker kolye). Geriye 40 şeker kolye kaldıysa, 32 şeker kolyesi dağıtıldı (72 - 40). Her pakette 8 şeker kolye bulunduğuna göre, Emily toplam 4 paket açmış olmalı (32 / 8)."
"Sarah okula içinde 25 elma olan bir çantayla gitti. Okulda gördüğü her öğretmene bir elma verdi. Ayrıca en yakın 5 arkadaşına da birer elma verdi. Eve yürürken de elmalardan birini yedi. Eve gittiğinde çantasında üç elma kaldıysa, öğretmenlerine kaç elma vermiştir?",Sarah öğretmenlerine 16 elma vermiştir.
Bir fabrikada 300 çalışan vardır. Bunların 200'ü saat başına 12 dolar kazanıyor. Geri kalanların 40'ı saat başına 14 dolar kazanıyor. Diğerlerinin hepsi saat başına 17 dolar kazanıyor. Tüm bu insanları 8 saatlik bir vardiya için çalıştırmanın maliyeti nedir?,"Tüm çalışanların 8 saatlik vardiya için maliyetini hesaplamak için her grubun maliyetini bulup toplamalıyız.

12 dolar/saat kazanan 200 çalışan:
- 200 çalışan * 12 dolar/saat * 8 saat = 19,200 dolar

14 dolar/saat kazanan 40 çalışan:
- 40 çalışan * 14 dolar/saat * 8 saat = 4,480 dolar

17 dolar/saat kazanan (300 - 200 - 40 = 60) çalışan:
- 60 çalışan * 17 dolar/saat * 8 saat = 8,160 dolar

Toplam maliyet:
- 19,200 dolar + 4,480 dolar + 8,160 dolar = 31,840 dolar

Tüm çalışanları 8 saatlik bir vardiya için çalıştırmanın maliyeti 31,840 dolardır."
"Colorado Şehri Colorado Nehrinden gelen suyun %40'ını kullanmaktadır. Bu suyun %80'i endüstriyel amaçlar için kullanılıyorsa, nehrin toplam suyunun yüzde kaçı şehir tarafından endüstriyel olmayan amaçlar için kullanılmaktadır?","Colorado Şehri, Colorado Nehrinden gelen suyun %40'ını kullanmaktadır. Bu suyun %80'i endüstriyel amaçlar için kullanılıyorsa, %20'si endüstriyel olmayan amaçlar için kullanılmaktadır.

Yani, nehrin toplam suyunun %40'ının %20'si endüstriyel olmayan amaçlar için kullanılıyor. Bu da:

0,40 × 0,20 = 0,08 (yani %8)

Sonuç olarak, nehrin toplam suyunun %8'i şehir tarafından endüstriyel olmayan amaçlar için kullanılmaktadır."
"Ay, Dünya'nın 1/5'i kadar bir yüzey alanına sahiptir. Dünya'nın yüzey alanı 200 dönüm karedir. Ay'daki arazinin değeri Dünya'daki arazinin 6 katıdır. Dünyadaki tüm toprakların toplam değeri 80 milyar dolar ise, aydaki tüm toprakların milyar cinsinden toplam değeri nedir?","Dünya'nın yüzey alanı 200 dönüm kare olduğuna göre, Ay'ın yüzey alanı bunun 1/5'i, yani 40 dönüm karedir. Ay'daki arazinin değeri Dünya'daki arazinin 6 katı olduğundan, Ay'daki arazinin bir dönüm karesi, Dünya'daki bir dönüm karenin 6 katı değerindedir.

Dünya'da 200 dönüm kare yüzey alanı olduğu ve tüm toprakların toplam değeri 80 milyar dolar olduğuna göre, Dünya'da arazi başına değer:
80 milyar dolar / 200 dönüm kare = 0,4 milyar dolar/dönüm kare

Ay'daki arazi değeri ise bunun 6 katı:
0,4 milyar dolar/dönüm kare * 6 = 2,4 milyar dolar/dönüm kare

Ay'ın yüzey alanı 40 dönüm kare olduğuna göre, Ay'daki tüm toprakların toplam değeri:
2,4 milyar dolar/dönüm kare * 40 dönüm kare = 96 milyar dolar

Sonuç olarak, Ay'daki tüm toprakların toplam değeri 96 milyar dolardır."
